district_name;state_name;udise_district_code;grade;updated_at;created_at;district_id;state_id;subject;general;general_basic_and_below_basic;general_proficient_and_advance;obc;obc_basic_and_below_basic;obc_proficient_and_advance;sc;sc_basic_and_below_basic;sc_proficient_and_advance;st;st_basic_and_below_basic;st_proficient_and_advance
South West Garo Hills;Meghalaya;1711;10;2022-04-21T01:33:53;2022-04-21T01:33:53;1711;17;math;31.284386;88.62867;11.371328;35.763447;64.0399;35.9601;25.27663;0;100;24.397068;96.58561;3.4143891
South West Garo Hills;Meghalaya;1711;10;2022-04-21T01:33:53;2022-04-21T01:33:53;1711;17;mil;30.424368;100;0;28.61359;100;0;28.941;0;100;25.26715;100;0
South West Garo Hills;Meghalaya;1711;10;2022-04-21T01:33:53;2022-04-21T01:33:53;1711;17;sci;42.46006;90.55781;9.442195;28.571428;100;0;36.99907;0;100;28.02731;100;0
South West Garo Hills;Meghalaya;1711;10;2022-04-21T01:33:53;2022-04-21T01:33:53;1711;17;sst;32.86289;86.06893;13.931068;37.142857;100;0;33.112167;0;100;30.75492;97.0225;2.9774976
Senapati;Manipur;1401;3;2022-04-21T01:33:51;2022-04-21T01:33:51;1401;14;evs;75.88016;15.391713;84.608284;73.333336;33.333332;66.666664;20;0;100;69.32916;36.894108;63.105892
Senapati;Manipur;1401;3;2022-04-21T01:33:51;2022-04-21T01:33:51;1401;14;language;81.054756;20.331686;79.66831;95.55556;0;100;66.666664;0;100;74.84719;40.356403;59.643597
Senapati;Manipur;1401;3;2022-04-21T01:33:51;2022-04-21T01:33:51;1401;14;math;72.303955;31.447523;68.552475;64.70588;66.666664;33.333332;52.941177;0;100;65.461624;42.732773;57.267227
Senapati;Manipur;1401;5;2022-04-21T01:33:52;2022-04-21T01:33:52;1401;14;evs;65.60629;35.184658;64.81534;61.147095;69.935234;30.064768;52.887356;0;100;61.87336;45.349854;54.650146
Senapati;Manipur;1401;5;2022-04-21T01:33:52;2022-04-21T01:33:52;1401;14;language;72.02364;18.150318;81.84968;86.012955;0;100;68.81657;48.027607;51.972393;71.573784;32.76272;67.23728
Senapati;Manipur;1401;5;2022-04-21T01:33:52;2022-04-21T01:33:52;1401;14;math;59.773293;50.41611;49.58389;55.490284;39.870464;60.129536;39.80276;0;100;54.215675;59.19954;40.80046
Senapati;Manipur;1401;8;2022-04-21T01:33:52;2022-04-21T01:33:52;1401;14;language;60.014633;53.330666;46.669334;47.216278;86.13087;13.869136;0;0;0;57.80192;60.458153;39.541847
Senapati;Manipur;1401;8;2022-04-21T01:33:52;2022-04-21T01:33:52;1401;14;math;28.624945;89.80995;10.190051;29.427816;100;0;0;0;0;31.271807;85.32789;14.672112
Senapati;Manipur;1401;8;2022-04-21T01:33:52;2022-04-21T01:33:52;1401;14;sci;44.73851;59.87751;40.12249;41.672165;73.183395;26.816603;0;0;0;39.26899;78.39194;21.608067
Senapati;Manipur;1401;8;2022-04-21T01:33:52;2022-04-21T01:33:52;1401;14;sst;41.96089;76.241974;23.758026;44.78777;71.39318;28.606821;0;0;0;41.290237;79.049965;20.950035
Senapati;Manipur;1401;10;2022-04-21T01:33:53;2022-04-21T01:33:53;1401;14;eng;46.83869;30.671679;69.32832;63.77203;6.8015127;93.19849;43.866013;100;0;56.00136;9.912363;90.08764
Senapati;Manipur;1401;10;2022-04-21T01:33:53;2022-04-21T01:33:53;1401;14;math;25.978285;80.012955;19.987047;24.971064;89.203995;10.796001;27.142857;0;100;30.460423;85.18357;14.816427
Senapati;Manipur;1401;10;2022-04-21T01:33:53;2022-04-21T01:33:53;1401;14;mil;32.483315;100;0;29.154306;100;0;37.142857;0;100;27.377346;100;0
Senapati;Manipur;1401;10;2022-04-21T01:33:53;2022-04-21T01:33:53;1401;14;sci;29.063227;100;0;39.160374;63.243824;36.756176;36.892643;0;100;34.244312;95.24286;4.757141
Senapati;Manipur;1401;10;2022-04-21T01:33:53;2022-04-21T01:33:53;1401;14;sst;51.417736;65.21318;34.786816;35.92788;100;0;48.57143;0;100;38.123943;87.62283;12.377169
Tamenglong;Manipur;1402;3;2022-04-21T01:33:51;2022-04-21T01:33:51;1402;14;evs;67.75084;44.427387;55.572613;0;0;0;0;0;0;61.087597;48.148857;51.851143
Tamenglong;Manipur;1402;3;2022-04-21T01:33:51;2022-04-21T01:33:51;1402;14;language;81.19899;31.762838;68.23716;0;0;0;0;0;0;66.13097;51.255978;48.744022
Tamenglong;Manipur;1402;3;2022-04-21T01:33:51;2022-04-21T01:33:51;1402;14;math;63.8251;50.682396;49.317604;0;0;0;0;0;0;58.42698;51.546425;48.453575
Tamenglong;Manipur;1402;5;2022-04-21T01:33:52;2022-04-21T01:33:52;1402;14;evs;43.800045;79.54283;20.457167;33.333332;100;0;0;0;0;46.39576;76.48875;23.511253
Tamenglong;Manipur;1402;5;2022-04-21T01:33:52;2022-04-21T01:33:52;1402;14;language;58.387043;40.939987;59.060013;40;100;0;0;0;0;54.168816;60.162254;39.837746
Tamenglong;Manipur;1402;5;2022-04-21T01:33:52;2022-04-21T01:33:52;1402;14;math;36.587044;100;0;30;100;0;0;0;0;38.61126;85.21047;14.789525
Tamenglong;Manipur;1402;8;2022-04-21T01:33:52;2022-04-21T01:33:52;1402;14;language;57.02609;34.659843;65.34016;50;100;0;65.50322;21.698881;78.30112;51.679962;69.90563;30.094366
Tamenglong;Manipur;1402;8;2022-04-21T01:33:52;2022-04-21T01:33:52;1402;14;math;36.666668;100;0;16.666666;100;0;22.881401;0;100;28.434587;91.44714;8.552858
Tamenglong;Manipur;1402;8;2022-04-21T01:33:52;2022-04-21T01:33:52;1402;14;sci;20;100;0;45;50;50;0;0;0;35.55145;82.49228;17.507723
Tamenglong;Manipur;1402;8;2022-04-21T01:33:52;2022-04-21T01:33:52;1402;14;sst;0;0;0;38.333332;100;0;13.333333;0;100;32.818996;95.71976;4.280243
Tamenglong;Manipur;1402;10;2022-04-21T01:33:53;2022-04-21T01:33:53;1402;14;eng;0;0;0;71.42857;0;100;54.441444;100;0;49.42266;30.047024;69.95298
Tamenglong;Manipur;1402;10;2022-04-21T01:33:53;2022-04-21T01:33:53;1402;14;math;28.237371;100;0;25.192162;100;0;0;0;0;28.932535;87.53712;12.462879
Tamenglong;Manipur;1402;10;2022-04-21T01:33:53;2022-04-21T01:33:53;1402;14;mil;34.285713;100;0;33.558598;100;0;0;0;0;24.886839;100;0
Tamenglong;Manipur;1402;10;2022-04-21T01:33:53;2022-04-21T01:33:53;1402;14;sci;0;0;0;28.571428;100;0;22.857143;0;100;32.824936;100;0
Tamenglong;Manipur;1402;10;2022-04-21T01:33:53;2022-04-21T01:33:53;1402;14;sst;20;100;0;51.42857;50;50;51.42857;0;100;37.759636;86.01085;13.989149
Churachandpur;Manipur;1403;3;2022-04-21T01:33:51;2022-04-21T01:33:51;1403;14;evs;54.059647;72.09839;27.90161;77.27462;19.784554;80.21545;61.550514;46.61952;53.38048;59.43986;54.649975;45.350025
Churachandpur;Manipur;1403;3;2022-04-21T01:33:51;2022-04-21T01:33:51;1403;14;language;63.613224;74.03664;25.963364;84.61955;49.882797;50.117203;59.324623;16.600855;83.39915;62.848785;64.2223;35.777706
Churachandpur;Manipur;1403;3;2022-04-21T01:33:51;2022-04-21T01:33:51;1403;14;math;52.43249;86.88044;13.11956;76.34386;30.098246;69.90176;56.285545;30.018663;69.98134;54.46533;64.18921;35.810787
Churachandpur;Manipur;1403;5;2022-04-21T01:33:52;2022-04-21T01:33:52;1403;14;evs;46.731037;55.221558;44.778442;45.569244;77.25228;22.747715;53.67762;0;100;47.8772;70.5733;29.426699
Churachandpur;Manipur;1403;5;2022-04-21T01:33:52;2022-04-21T01:33:52;1403;14;language;53.67999;45.67525;54.32475;51.275494;67.8447;32.155296;42.441315;33.80282;66.19718;59.59524;51.01508;48.98492
Churachandpur;Manipur;1403;5;2022-04-21T01:33:52;2022-04-21T01:33:52;1403;14;math;44.29536;73.52568;26.47432;40.13829;90.98719;9.012811;26.619719;0;100;40.29906;84.99731;15.002696
Churachandpur;Manipur;1403;8;2022-04-21T01:33:52;2022-04-21T01:33:52;1403;14;language;60.74499;58.384907;41.615093;58.5913;45.40712;54.59288;65.93765;73.67744;26.32256;65.88707;39.684944;60.315056
Churachandpur;Manipur;1403;8;2022-04-21T01:33:52;2022-04-21T01:33:52;1403;14;math;30.328798;82.78575;17.214252;35.91418;72.275276;27.724722;24.541615;0;100;34.608543;76.337814;23.662184
Churachandpur;Manipur;1403;8;2022-04-21T01:33:52;2022-04-21T01:33:52;1403;14;sci;42.637447;70.861946;29.138052;42.843773;67.151306;32.848694;70.16794;100;0;44.419315;61.588543;38.411457
Churachandpur;Manipur;1403;8;2022-04-21T01:33:52;2022-04-21T01:33:52;1403;14;sst;42.81346;100;0;36.947617;84.51549;15.484512;42.56471;0;100;41.99949;79.469215;20.530783
Churachandpur;Manipur;1403;10;2022-04-21T01:33:53;2022-04-21T01:33:53;1403;14;eng;65.553154;13.50356;86.49644;41.261425;36.934193;63.065807;64.50185;100;0;60.787846;9.632083;90.36792
Churachandpur;Manipur;1403;10;2022-04-21T01:33:53;2022-04-21T01:33:53;1403;14;math;29.70203;88.710815;11.289184;23.787857;100;0;27.955353;0;100;28.397896;90.748055;9.251949
Churachandpur;Manipur;1403;10;2022-04-21T01:33:53;2022-04-21T01:33:53;1403;14;mil;29.870104;100;0;25.082382;100;0;29.134348;0;100;27.538284;98.94864;1.05136
Churachandpur;Manipur;1403;10;2022-04-21T01:33:53;2022-04-21T01:33:53;1403;14;sci;49.075054;69.71712;30.28288;33.486706;100;0;36.05032;0;100;35.772774;97.21485;2.785149
Churachandpur;Manipur;1403;10;2022-04-21T01:33:53;2022-04-21T01:33:53;1403;14;sst;53.89668;37.712612;62.287388;34.848675;96.69102;3.308979;55.720547;39.361267;60.638733;41.973454;80.054184;19.945818
Bishnupur;Manipur;1404;3;2022-04-21T01:33:51;2022-04-21T01:33:51;1404;14;evs;60.06762;48.249115;51.750885;60.306274;48.018753;51.981247;42.168926;17.976965;82.02303;62.732994;39.336708;60.663292
Bishnupur;Manipur;1404;3;2022-04-21T01:33:51;2022-04-21T01:33:51;1404;14;language;59.758984;61.977886;38.022114;63.095005;55.24031;44.75969;39.173016;7.8763084;92.12369;80.11055;19.668354;80.33164
Bishnupur;Manipur;1404;3;2022-04-21T01:33:51;2022-04-21T01:33:51;1404;14;math;59.91162;49.22965;50.77035;59.658478;50.62669;49.37331;42.22133;21.635988;78.36401;49.567833;39.336708;60.663292
Bishnupur;Manipur;1404;5;2022-04-21T01:33:52;2022-04-21T01:33:52;1404;14;evs;48.809227;68.38789;31.612103;42.21643;85.417435;14.582562;46.69812;29.636953;70.363045;27.777779;100;0
Bishnupur;Manipur;1404;5;2022-04-21T01:33:52;2022-04-21T01:33:52;1404;14;language;56.104313;48.229618;51.770382;53.52153;61.17217;38.82783;54.18951;36.177654;63.822346;36.666668;100;0
Bishnupur;Manipur;1404;5;2022-04-21T01:33:52;2022-04-21T01:33:52;1404;14;math;43.213284;70.970566;29.029434;41.246292;82.5733;17.426697;44.08989;23.1234;76.8766;32.5;100;0
Bishnupur;Manipur;1404;8;2022-04-21T01:33:52;2022-04-21T01:33:52;1404;14;language;54.887558;60.869904;39.130096;50.050713;71.1876;28.812403;59.234146;41.147503;58.852497;30.715477;67.79758;32.202423
Bishnupur;Manipur;1404;8;2022-04-21T01:33:52;2022-04-21T01:33:52;1404;14;math;37.090584;72.15001;27.849989;33.432148;80.89662;19.103376;36.71245;31.017467;68.98253;30.182875;68.96629;31.03371
Bishnupur;Manipur;1404;8;2022-04-21T01:33:52;2022-04-21T01:33:52;1404;14;sci;38.66234;79.313065;20.686934;37.28661;82.48829;17.511711;43.221317;42.35959;57.64041;33.765366;87.60535;12.39465
Bishnupur;Manipur;1404;8;2022-04-21T01:33:52;2022-04-21T01:33:52;1404;14;sst;33.98469;91.530815;8.469187;35.655594;87.73197;12.26803;39.355736;23.714594;76.28541;29.245104;100;0
Bishnupur;Manipur;1404;10;2022-04-21T01:33:53;2022-04-21T01:33:53;1404;14;eng;50.84956;38.022713;61.977287;46.43986;38.894165;61.105835;51.31105;73.32774;26.672253;55.82352;21.258804;78.741196
Bishnupur;Manipur;1404;10;2022-04-21T01:33:53;2022-04-21T01:33:53;1404;14;math;31.106836;81.012665;18.987337;32.24819;80.79131;19.208689;29.528122;17.718792;82.28121;23.285715;100;0
Bishnupur;Manipur;1404;10;2022-04-21T01:33:53;2022-04-21T01:33:53;1404;14;mil;30.824488;96.66786;3.332139;27.092216;97.65608;2.3439157;28.257786;6.2339196;93.76608;28.310394;100;0
Bishnupur;Manipur;1404;10;2022-04-21T01:33:53;2022-04-21T01:33:53;1404;14;sci;36.14995;84.86237;15.137627;37.120354;85.752655;14.247344;39.481396;22.406105;77.593895;33.468746;100;0
Bishnupur;Manipur;1404;10;2022-04-21T01:33:53;2022-04-21T01:33:53;1404;14;sst;36.337135;85.10343;14.896571;39.99315;77.86581;22.134195;37.336937;10.857096;89.14291;41.669216;69.33207;30.667927
Thoubal;Manipur;1405;3;2022-04-21T01:33:51;2022-04-21T01:33:51;1405;14;evs;41.280907;61.17024;38.82976;59.41697;52.032482;47.967518;0;0;0;0;0;0
Thoubal;Manipur;1405;3;2022-04-21T01:33:51;2022-04-21T01:33:51;1405;14;language;29.753485;100;0;61.00832;56.67383;43.32617;0;0;0;0;0;0
Thoubal;Manipur;1405;3;2022-04-21T01:33:51;2022-04-21T01:33:51;1405;14;math;40.43605;100;0;62.12523;44.852737;55.147263;0;0;0;0;0;0
Thoubal;Manipur;1405;5;2022-04-21T01:33:52;2022-04-21T01:33:52;1405;14;evs;47.6242;76.251335;23.748667;50.721424;63.531223;36.468777;41.53001;37.571907;62.428093;52.825466;69.09871;30.901287
Thoubal;Manipur;1405;5;2022-04-21T01:33:52;2022-04-21T01:33:52;1405;14;language;54.048084;50.700634;49.299366;58.674843;55.92464;44.07536;55.87648;37.571907;62.428093;58.54077;69.09871;30.901287
Thoubal;Manipur;1405;5;2022-04-21T01:33:52;2022-04-21T01:33:52;1405;14;math;46.67884;77.306564;22.693434;50.727356;62.81765;37.18235;47.23963;37.571907;62.428093;46.813305;69.09871;30.901287
Thoubal;Manipur;1405;8;2022-04-21T01:33:52;2022-04-21T01:33:52;1405;14;language;53.63891;64.98757;35.012432;47.944336;75.56472;24.435282;20.671461;0;100;52.37483;71.28315;28.716848
Thoubal;Manipur;1405;8;2022-04-21T01:33:52;2022-04-21T01:33:52;1405;14;math;37.561047;69.51532;30.48468;40.323402;67.23245;32.767548;27.043379;0;100;39.828392;76.06274;23.937262
Thoubal;Manipur;1405;8;2022-04-21T01:33:52;2022-04-21T01:33:52;1405;14;sci;42.07515;68.904396;31.095602;39.7879;70.760475;29.239525;24.091719;0;100;29.156569;100;0
Thoubal;Manipur;1405;8;2022-04-21T01:33:52;2022-04-21T01:33:52;1405;14;sst;37.859272;82.30391;17.696093;38.375248;82.39015;17.609852;37.395035;0;100;21.019264;100;0
Thoubal;Manipur;1405;10;2022-04-21T01:33:53;2022-04-21T01:33:53;1405;14;eng;49.519123;24.189007;75.811;47.308563;33.75917;66.24083;65.196236;93.98537;6.014631;68.92652;8.459598;91.540405
Thoubal;Manipur;1405;10;2022-04-21T01:33:53;2022-04-21T01:33:53;1405;14;math;28.21243;88.68643;11.313564;33.014492;74.003075;25.996922;22.148243;0;100;23.089855;100;0
Thoubal;Manipur;1405;10;2022-04-21T01:33:53;2022-04-21T01:33:53;1405;14;mil;27.708958;97.93954;2.0604622;26.149378;96.52634;3.47366;26.797787;0;100;55.997925;40.004536;59.995464
Thoubal;Manipur;1405;10;2022-04-21T01:33:53;2022-04-21T01:33:53;1405;14;sci;37.505184;91.97281;8.027193;38.273273;85.47617;14.523827;33.801468;0;100;31.812744;100;0
Thoubal;Manipur;1405;10;2022-04-21T01:33:53;2022-04-21T01:33:53;1405;14;sst;38.70732;84.24281;15.757186;37.348804;86.929695;13.070305;35.044685;20.862444;79.13756;53.704487;25.623705;74.3763
Imphal East;Manipur;1407;3;2022-04-21T01:33:51;2022-04-21T01:33:51;1407;14;evs;55.37117;60.76178;39.23822;63.13198;46.4664;53.5336;38.691875;4.985363;95.01463;56.661568;55.330296;44.669704
Imphal East;Manipur;1407;3;2022-04-21T01:33:51;2022-04-21T01:33:51;1407;14;language;57.37585;70.21295;29.78705;66.39694;52.896816;47.103184;46.796127;1.2463408;98.75366;58.702766;69.64935;30.350643
Imphal East;Manipur;1407;3;2022-04-21T01:33:51;2022-04-21T01:33:51;1407;14;math;51.12419;69.53558;30.464417;61.931942;52.92465;47.07535;38.19203;3.7390223;96.26098;48.10932;76.92759;23.072412
Imphal East;Manipur;1407;5;2022-04-21T01:33:52;2022-04-21T01:33:52;1407;14;evs;48.36059;66.19849;33.801514;46.211983;75.856346;24.143658;26.511148;0;100;51.979305;63.759987;36.240013
Imphal East;Manipur;1407;5;2022-04-21T01:33:52;2022-04-21T01:33:52;1407;14;language;63.967686;45.132095;54.867905;56.80196;53.629234;46.370766;27.12195;4.4544597;95.54554;68.517395;34.36017;65.63983
Imphal East;Manipur;1407;5;2022-04-21T01:33:52;2022-04-21T01:33:52;1407;14;math;40.87779;87.131546;12.868454;38.073997;90.80743;9.19257;27.756382;0;100;42.3972;79.858025;20.141977
Imphal East;Manipur;1407;8;2022-04-21T01:33:52;2022-04-21T01:33:52;1407;14;language;67.99623;34.813545;65.186455;60.4913;51.668392;48.331608;60.86887;45.151123;54.848877;68.41433;33.76643;66.233574
Imphal East;Manipur;1407;8;2022-04-21T01:33:52;2022-04-21T01:33:52;1407;14;math;46.476902;48.238834;51.761166;38.498005;71.13307;28.866928;49.518536;66.74284;33.257156;33.769012;79.82613;20.173864
Imphal East;Manipur;1407;8;2022-04-21T01:33:52;2022-04-21T01:33:52;1407;14;sci;48.73442;48.94204;51.05796;44.806988;60.418457;39.581543;49.10554;43.790607;56.209393;44.695;52.438126;47.561874
Imphal East;Manipur;1407;8;2022-04-21T01:33:52;2022-04-21T01:33:52;1407;14;sst;45.113026;68.94999;31.05001;40.73373;79.21818;20.78182;49.633442;26.449942;73.55006;38.694557;82.86759;17.132408
Imphal East;Manipur;1407;10;2022-04-21T01:33:53;2022-04-21T01:33:53;1407;14;eng;54.46141;26.59994;73.40006;51.63049;28.520382;71.47962;54.292744;66.14385;33.856148;67.810196;4.166411;95.83359
Imphal East;Manipur;1407;10;2022-04-21T01:33:53;2022-04-21T01:33:53;1407;14;math;33.09767;80.16787;19.832127;32.060493;76.22087;23.779129;31.91132;35.0436;64.956406;31.665634;90.80841;9.191592
Imphal East;Manipur;1407;10;2022-04-21T01:33:53;2022-04-21T01:33:53;1407;14;mil;30.35727;97.22089;2.7791104;29.159044;97.70678;2.2932212;24.000164;0;100;29.227362;92.58415;7.415846
Imphal East;Manipur;1407;10;2022-04-21T01:33:53;2022-04-21T01:33:53;1407;14;sci;39.76124;86.656136;13.3438635;37.897625;89.35054;10.649461;46.049847;29.896177;70.10382;41.65497;89.75342;10.246578
Imphal East;Manipur;1407;10;2022-04-21T01:33:53;2022-04-21T01:33:53;1407;14;sst;42.969067;71.19143;28.808569;40.70502;79.7291;20.2709;32.23559;0;100;42.804314;76.65823;23.34177
Ukhrul;Manipur;1408;3;2022-04-21T01:33:51;2022-04-21T01:33:51;1408;14;evs;53.32393;45.62625;54.37375;32;100;0;77.939186;100;0;62.967266;45.857502;54.142498
Ukhrul;Manipur;1408;3;2022-04-21T01:33:51;2022-04-21T01:33:51;1408;14;language;53.135433;80.95533;19.044668;25.333334;100;0;93.333336;100;0;65.61668;53.990414;46.009586
Ukhrul;Manipur;1408;3;2022-04-21T01:33:51;2022-04-21T01:33:51;1408;14;math;51.934586;70.52185;29.478153;24.705883;100;0;64.49667;68.65542;31.344585;59.93044;50.159958;49.840042
